#seq,BW_1,BW_2,BW_3,BW_4,BW_5,BW_6,BW_7,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,QCS_1,QCS_2,QCS_3,QCS_4,QCS_5,QCS_6,QCS_7,QCS_8,TH_1,TH_2,TH_3,TH_4,TH_5,TH_6,TH_7,TH_8,TH_9,TH_10
ASV_319,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,351,0,0,0,0,0,0,0,0,0,0,0,0
ASV_322,0,0,0,0,0,0,0,175,280,148,161,97,146,249,107,164,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_323,0,0,0,0,0,0,0,9,52,7,17,3,11,5,10,30,25,0,0,0,0,0,0,0,0,134,79,152,156,245,177,99,169,38,23
ASV_324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,174,77,55,68,65,100,52,242,408
ASV_325,0,0,0,0,0,0,0,0,141,10,0,22,28,54,55,54,33,0,0,0,0,0,0,0,0,38,63,68,68,78,87,32,50,102,108
ASV_326,0,0,0,0,0,0,0,116,250,276,121,72,122,280,156,125,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_327,0,0,0,0,0,0,0,141,272,109,226,123,127,211,95,201,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_330,0,0,0,0,0,0,0,19,44,50,26,26,32,52,14,5,16,0,0,0,0,0,0,0,0,96,20,127,125,204,159,102,87,12,15
ASV_331,0,0,0,0,0,0,0,84,380,109,110,144,91,163,164,195,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_332,0,0,0,0,0,0,0,0,35,0,0,0,50,15,37,0,0,0,0,0,0,0,0,0,0,79,27,163,79,132,39,64,54,35,30
ASV_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,283,50,50,58,34,69,57,374,368
ASV_334,0,0,0,0,0,0,0,0,145,12,0,60,40,17,51,29,44,0,0,0,0,0,0,0,0,52,35,86,86,110,121,54,70,84,134
ASV_335,0,0,0,0,0,0,0,93,346,165,129,68,110,123,181,174,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_337,0,0,0,0,0,0,0,129,238,199,154,96,120,239,130,152,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_342,0,0,0,0,0,0,0,49,268,109,77,230,216,255,73,160,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_343,507,0,0,0,0,0,0,20,32,43,22,0,0,17,25,0,19,0,0,0,0,0,0,0,0,41,24,72,108,167,36,98,64,52,25
ASV_344,0,0,0,0,0,0,0,61,353,175,63,126,109,149,227,98,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_346,0,0,0,0,0,0,0,169,232,250,119,95,84,217,99,114,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ASV_347,0,0,0,0,0,0,0,0,28,16,0,0,6,45,42,7,17,0,0,0,0,0,0,0,0,50,22,131,76,197,98,95,78,53,55
ASV_348,0,0,0,0,0,0,0,17,39,88,35,22,21,27,26,16,5,0,0,0,0,0,0,0,0,99,0,141,92,117,125,85,90,22,36
ASV_350,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,197,77,69,47,36,88,52,194,401
ASV_352,0,0,0,0,509,0,549,0,79,24,22,75,33,33,18,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_353,0,0,0,0,0,0,0,160,290,22,217,243,142,169,24,157,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_354,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,356,30,0,0,0,0,0,0,0,0,0,0,0
ASV_356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,368,28,26,53,53,54,41,165,464
ASV_358,0,0,0,0,0,0,0,23,48,55,26,20,0,0,24,36,19,0,0,0,0,0,0,0,0,67,17,98,130,165,196,108,70,62,29
ASV_359,0,0,0,0,0,0,0,43,42,18,67,58,36,23,6,18,18,0,0,0,0,0,0,0,0,72,0,74,79,110,155,38,62,0,35
ASV_360,0,0,0,0,0,0,0,0,24,0,0,23,0,0,43,0,0,0,0,0,0,0,0,0,0,52,17,139,98,256,86,101,64,31,38
ASV_361,0,0,0,0,0,0,0,21,50,27,16,27,17,28,32,15,16,0,0,0,0,0,0,0,0,55,30,101,113,210,207,123,58,51,43
ASV_364,0,0,0,0,0,0,0,69,352,45,171,133,139,78,91,228,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_365,0,0,0,0,0,0,0,35,62,35,18,27,18,27,12,12,16,0,0,0,0,0,0,0,0,112,40,126,67,187,81,71,80,23,19
ASV_366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,425,0,0,0,0,0,0,0,0,0,0,0,0
ASV_367,0,0,0,0,0,0,0,0,31,21,0,0,22,0,27,14,0,0,0,0,0,0,0,0,0,42,31,138,67,175,72,59,39,47,47
ASV_368,110,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,545,0,0,0,0,0,0,0,0,0,0,0,0
ASV_372,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,469,0,0,0,0,0,0,0,0,0,0,0,0
ASV_373,0,0,0,0,0,0,0,66,356,113,92,93,89,171,184,163,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_375,0,0,0,0,0,0,0,23,40,26,42,73,37,40,21,30,17,0,0,0,0,0,0,0,0,50,17,128,86,169,100,71,49,22,23
ASV_376,0,0,0,0,0,0,0,106,285,93,93,88,112,146,131,255,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_377,0,0,0,0,560,0,561,0,52,25,5,27,28,49,33,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_379,0,0,0,0,0,0,0,52,315,21,139,217,127,83,87,238,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_380,0,0,0,0,0,0,0,0,142,27,36,23,20,49,43,22,59,0,0,0,0,0,0,0,0,58,0,120,134,165,163,80,74,0,16
ASV_381,0,0,0,0,0,0,0,0,35,0,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,74,52,123,43,167,71,42,65,76,48
ASV_382,0,0,0,0,0,0,0,9,33,35,65,61,31,21,16,6,9,0,0,0,0,0,0,0,0,91,0,125,99,172,44,75,60,16,17
ASV_383,0,0,0,0,0,0,0,17,140,23,23,57,29,49,18,51,77,0,0,0,0,0,0,0,0,57,0,161,112,124,130,42,61,14,36
ASV_384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,420,19,0,0,0,0,0,0,0,0,0,0,0
ASV_385,0,0,0,0,0,0,0,74,372,129,74,62,90,162,237,95,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_386,0,0,0,0,0,0,574,29,123,93,31,23,21,31,35,36,27,0,0,0,0,0,0,0,0,13,0,47,30,46,0,24,9,0,0
ASV_387,0,0,0,0,0,0,0,28,24,67,40,31,23,41,16,18,78,52,55,98,48,0,0,71,75,34,65,29,22,47,64,37,20,89,120
ASV_388,0,0,0,0,0,0,0,62,287,160,116,82,90,148,192,156,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_389,0,0,0,0,0,0,0,49,232,97,92,176,158,280,87,67,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_390,122,112,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,167,314,0,0,0,0,0,0,0,0,0,0,0,0
ASV_391,0,0,0,0,484,0,0,51,170,106,71,51,35,109,92,100,106,0,0,0,0,0,0,0,0,10,0,5,7,1,17,3,7,0,0
ASV_394,0,0,0,0,446,0,0,27,138,46,24,28,24,63,51,20,42,0,0,0,0,0,0,0,0,25,0,59,25,48,0,18,24,0,42
ASV_395,0,0,0,0,0,0,352,83,185,119,81,91,73,77,70,69,146,0,0,0,0,0,0,0,0,10,0,6,6,8,0,4,9,0,0
ASV_400,0,0,0,0,0,0,0,39,240,81,86,239,154,184,79,131,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,388,52,43,63,29,34,38,142,434
ASV_402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,470,0,68,0,0,0,0,0,0,0,0,0,0
ASV_405,0,0,0,0,0,0,0,0,33,0,0,25,16,15,0,63,0,0,0,0,0,0,0,0,0,90,58,99,26,97,70,28,32,34,34
ASV_406,0,0,0,0,0,0,0,0,107,47,0,13,7,15,64,47,36,0,0,0,15,0,0,0,0,45,51,95,61,96,54,28,46,89,111
ASV_407,0,0,0,0,510,90,451,34,50,27,18,34,29,17,33,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_408,0,0,0,0,0,0,0,75,360,85,64,70,103,115,160,209,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_412,0,0,0,0,0,0,0,0,47,28,27,34,0,18,23,18,0,0,0,28,0,0,0,0,0,54,28,97,76,185,191,112,58,0,34
ASV_413,0,0,0,0,0,0,0,0,22,0,0,23,19,0,24,0,0,0,0,0,0,0,0,0,0,67,11,130,55,162,117,66,62,35,43
ASV_415,0,0,0,0,406,113,492,29,52,39,12,32,20,42,28,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_416,0,0,0,0,0,0,0,81,248,106,103,139,64,150,113,82,167,0,0,0,0,0,0,0,0,3,0,6,6,10,21,7,7,0,0
ASV_417,0,0,0,0,0,0,0,6,42,30,20,23,8,10,0,26,0,0,0,0,0,0,0,0,0,77,32,115,108,145,162,117,44,13,21
ASV_418,0,0,0,0,0,0,0,0,124,0,57,28,62,0,0,80,29,0,0,0,0,0,0,0,0,59,76,41,36,69,65,17,25,52,104
ASV_421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,453,0,0,0,0,0,0,0,0,0,0,0,0
ASV_423,0,0,0,0,0,0,0,99,348,12,141,173,124,75,38,198,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_425,0,0,0,0,0,0,0,24,37,58,18,22,22,22,12,19,28,0,0,0,0,0,0,0,0,78,0,94,96,153,22,71,86,19,14
ASV_426,0,0,0,0,0,0,0,22,32,42,36,30,30,27,16,10,18,0,0,0,0,0,0,0,0,61,0,117,76,149,155,76,69,0,14
ASV_427,0,0,0,0,0,0,0,58,191,105,103,131,140,222,97,147,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,219,0,39,42,0,42,50,336,302
ASV_430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,433,0,0,0,0,0,0,0,0,0,0,0,0
ASV_432,0,0,0,0,0,0,0,0,21,0,0,12,13,23,25,16,21,0,0,0,0,0,0,0,0,79,29,114,35,131,98,61,44,19,41
ASV_433,0,0,0,0,0,0,0,32,31,37,37,16,6,28,15,0,13,0,0,0,0,0,0,0,0,63,9,116,144,213,73,85,76,25,20
ASV_434,0,0,0,0,434,322,363,0,48,25,0,8,7,21,58,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_436,0,0,0,0,0,0,0,41,158,46,30,78,93,42,45,95,60,0,0,0,0,0,0,0,0,25,0,70,26,85,0,21,0,0,0
ASV_438,0,0,0,0,0,0,0,19,112,28,38,32,46,31,40,29,61,0,0,0,0,0,0,0,0,43,41,95,78,134,146,68,68,0,20
ASV_439,0,0,0,0,0,0,0,35,31,32,28,18,32,34,10,10,6,0,0,0,0,0,0,0,0,89,27,134,71,135,120,71,76,0,0
ASV_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,442,13,0,0,0,0,0,0,0,0,0,0,0
ASV_443,0,0,0,0,0,230,0,44,200,71,78,137,61,99,74,102,99,0,0,0,0,0,0,0,0,15,0,13,14,16,0,0,0,0,0
ASV_445,0,0,0,0,0,0,0,30,110,17,0,26,0,23,36,59,25,0,0,0,0,0,0,0,0,42,33,88,55,86,97,31,55,70,83
ASV_446,0,0,0,0,0,0,0,141,192,106,124,86,94,203,102,149,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_447,0,0,0,0,426,307,344,0,64,24,0,26,18,15,18,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_452,0,0,0,0,0,0,0,25,105,14,22,41,52,49,41,57,53,0,0,0,0,0,0,0,0,25,0,106,62,67,99,47,81,44,0
ASV_453,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,314,0,0,0,0,0,0,0,0,0,0,0,0
ASV_454,0,0,0,0,0,0,0,0,86,12,0,11,27,44,40,47,15,0,0,0,0,0,0,0,0,55,63,75,55,87,26,25,61,79,91
ASV_456,0,0,0,0,0,0,0,15,25,43,8,11,21,16,21,32,17,0,0,0,0,0,0,0,0,75,25,120,89,181,78,100,61,30,63
ASV_459,0,0,0,0,0,0,0,0,88,32,24,0,12,8,40,32,62,0,0,0,0,0,0,0,0,23,55,66,90,97,44,61,38,74,83
ASV_461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,351,30,0,0,0,0,0,0,0,0,0,0,0
ASV_462,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,369,0,0,0,0,0,0,0,0,0,0,0,0
ASV_463,109,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,428,0,0,0,0,0,0,0,0,0,0,0,0
ASV_464,0,0,0,0,0,0,0,1,41,0,36,19,17,0,0,28,16,0,0,0,0,0,0,0,0,77,35,64,52,134,92,68,71,26,41
ASV_465,0,0,0,0,0,0,0,125,172,102,175,99,80,107,38,86,89,0,0,0,0,0,0,0,0,9,0,41,16,30,19,20,3,0,0
ASV_466,0,0,0,0,0,0,0,0,13,0,0,14,23,0,23,0,0,0,0,0,0,0,0,0,0,66,30,154,54,146,90,71,33,0,40
ASV_467,0,0,0,0,0,0,0,0,27,0,0,0,19,13,12,0,0,0,0,0,0,0,0,0,0,62,16,96,51,97,32,42,67,42,46
ASV_471,0,0,0,0,0,0,0,29,55,22,14,35,25,20,11,15,8,0,0,0,0,0,0,0,0,87,0,79,82,104,99,18,50,8,14
ASV_472,0,0,0,0,0,0,0,0,29,29,29,22,21,21,22,0,29,0,0,0,0,0,0,0,0,50,35,84,102,136,71,95,65,44,41
ASV_473,0,0,0,0,0,0,0,95,240,196,106,67,81,239,59,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_475,0,0,0,0,0,0,0,24,46,34,62,19,34,26,18,25,19,0,0,0,0,0,0,0,0,62,0,90,60,141,140,64,51,0,0
ASV_476,0,0,0,0,0,0,0,132,186,155,101,102,128,240,59,86,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_477,0,0,0,0,0,0,0,33,192,51,123,151,142,204,50,142,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_478,0,0,0,0,0,0,0,0,83,0,0,32,36,0,43,63,32,0,0,0,0,0,0,0,0,59,53,78,40,72,85,35,45,36,47
ASV_481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,328,0,0,0,0,0,0,0,0,0,0,0,0
ASV_482,0,0,0,0,0,0,0,68,231,79,129,187,95,86,48,120,89,0,0,0,0,0,0,0,0,4,0,0,6,16,13,11,2,0,0
ASV_486,0,0,0,0,0,0,0,0,23,0,0,0,0,0,31,68,0,0,0,0,0,0,0,0,0,56,39,93,22,117,161,55,58,15,44
ASV_487,0,0,0,0,0,0,0,14,22,49,64,15,14,32,26,4,10,0,0,0,0,0,0,0,0,76,6,114,61,137,44,42,75,24,30
ASV_488,0,0,0,0,0,0,0,13,47,0,66,44,25,15,6,25,4,0,0,0,0,0,0,0,0,98,0,36,73,130,126,18,29,0,0
ASV_489,0,0,0,0,0,0,334,54,157,36,66,79,76,69,40,114,93,0,0,0,0,0,0,0,0,8,0,8,14,12,0,0,9,0,0
ASV_492,0,0,0,0,0,0,0,0,60,13,12,27,21,23,17,17,33,0,0,0,0,0,0,0,0,59,19,63,100,137,28,64,60,66,35
ASV_493,0,0,0,0,0,0,0,76,233,48,97,126,110,120,49,133,131,0,0,0,0,0,0,0,0,7,0,12,16,12,17,1,0,0,0
ASV_494,0,0,0,0,0,0,0,6,42,28,17,0,0,14,17,0,11,0,0,0,0,0,0,0,0,56,37,69,109,210,67,113,71,54,48
ASV_495,0,0,0,0,0,0,0,0,115,0,0,0,0,0,47,58,51,0,0,0,0,0,0,0,0,59,67,53,76,79,0,49,30,123,71
ASV_496,0,0,0,0,0,0,0,0,86,17,0,0,16,40,53,52,25,0,0,0,0,0,0,0,0,25,69,66,47,85,47,47,45,36,104
ASV_499,0,0,0,0,0,0,0,0,25,6,0,0,6,0,30,22,0,0,0,0,0,0,0,0,0,47,50,137,54,144,58,44,73,40,31
ASV_500,0,0,0,0,0,0,0,18,36,17,51,17,12,26,18,17,9,0,0,0,0,0,0,0,0,79,0,81,55,115,85,40,59,0,14
ASV_501,0,0,0,0,0,0,0,62,173,63,92,137,150,186,90,109,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_502,0,0,0,0,0,0,0,17,122,17,31,40,30,25,22,51,36,0,0,0,0,0,0,0,0,36,0,88,64,77,142,73,69,0,0
ASV_503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,167,73,40,66,58,40,29,175,235
ASV_504,0,0,0,0,0,0,0,11,99,31,19,27,37,38,59,12,59,0,0,0,0,0,0,0,0,24,0,98,112,137,51,74,48,26,0
ASV_505,0,0,0,0,0,0,0,39,209,43,77,241,148,182,21,136,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_506,0,0,0,0,0,0,0,32,148,42,51,89,41,27,40,83,62,0,0,0,0,0,0,0,0,15,0,53,56,42,14,0,17,19,0
ASV_508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,349,0,0,0,0,0,0,0,0,0,0,0,0
ASV_510,0,0,0,0,0,0,0,33,172,117,44,81,130,253,104,107,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_511,0,0,0,0,0,0,0,7,139,29,14,41,42,48,45,32,41,0,0,0,0,0,0,0,0,56,0,105,43,98,77,60,52,12,36
ASV_512,0,0,0,0,0,582,469,9,28,6,7,6,17,14,8,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_513,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,378,0,0,0,0,0,0,0,0,0,0,0,0
ASV_514,0,0,0,0,0,0,0,0,25,17,20,27,0,9,27,27,78,67,52,54,66,0,0,81,88,23,74,0,30,43,0,47,12,117,68
ASV_519,0,0,0,0,0,0,0,76,99,153,138,95,54,100,35,39,136,0,0,0,0,0,0,0,0,15,0,8,19,53,20,19,30,0,0
ASV_521,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,276,0,66,0,0,0,0,0,0,0,0,0,0
ASV_522,0,0,0,0,0,0,0,110,221,173,94,65,98,171,52,66,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_523,0,0,0,0,124,0,0,97,125,99,114,62,53,100,39,66,73,0,0,0,0,0,0,0,0,27,0,13,23,20,33,21,13,20,0
ASV_524,0,0,0,0,0,0,0,0,82,22,45,0,18,27,54,19,17,0,0,0,0,0,0,0,0,31,42,73,65,87,17,29,74,94,89
ASV_525,0,0,0,0,493,449,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_526,0,340,438,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_527,0,0,0,0,0,0,0,39,170,50,38,65,47,41,37,61,45,0,0,0,0,0,0,0,0,33,0,60,18,44,44,9,30,0,0
ASV_528,0,0,0,0,0,256,0,66,159,31,120,92,72,67,36,98,108,0,0,0,0,0,0,0,0,0,0,4,0,9,0,12,1,0,0
ASV_529,0,0,0,0,0,0,0,23,43,27,9,6,0,0,18,29,20,0,0,0,0,0,0,0,0,54,29,85,90,116,86,116,51,49,41
ASV_530,0,0,0,0,0,0,0,0,45,12,22,16,0,28,39,14,0,0,0,0,0,0,0,0,0,74,32,83,66,123,46,88,70,41,40
ASV_531,0,0,0,0,0,0,0,0,21,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,56,17,107,72,192,50,68,50,18,34
ASV_532,0,0,0,0,0,0,0,43,183,86,18,141,181,206,88,52,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_533,0,0,0,0,0,0,0,35,160,51,81,125,117,122,46,81,96,0,0,0,0,0,0,0,0,16,0,27,14,18,18,3,17,0,0
ASV_534,0,0,0,0,0,0,0,73,201,103,90,102,65,119,94,78,117,0,0,0,0,0,0,0,0,2,0,21,5,19,13,3,3,0,0
ASV_535,0,0,0,0,0,408,0,23,131,0,56,35,29,19,14,79,26,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,25,0,0
ASV_537,0,0,0,0,0,0,0,20,23,60,36,35,47,24,32,0,30,32,25,100,0,0,0,62,34,27,43,17,42,73,35,48,7,87,89
ASV_538,0,0,0,0,0,0,0,58,169,29,119,170,109,86,30,150,87,0,0,0,0,0,0,0,0,16,0,0,0,7,21,14,5,0,0
ASV_539,0,0,0,0,0,0,0,0,79,14,0,18,16,11,56,18,30,0,0,0,0,0,0,0,0,27,44,58,56,85,51,71,55,63,83
ASV_542,0,0,0,0,0,0,0,20,120,30,62,89,47,48,65,56,57,0,0,0,0,0,0,0,0,16,0,66,26,53,61,10,21,0,0
ASV_543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,25,30,85,54,202,162,102,47,52,77
ASV_544,0,0,0,0,0,0,0,22,41,0,25,45,0,0,0,45,0,0,0,0,0,0,0,0,0,49,40,67,52,77,118,64,66,34,24
ASV_545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,103,55,210,65,47,38,27,40
ASV_546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,352,11,0,0,0,0,0,0,0,0,0,0,0
ASV_547,0,0,0,0,0,0,0,30,94,25,0,10,0,42,29,52,26,0,0,0,0,0,0,0,0,25,29,51,76,65,46,36,47,44,90
ASV_548,0,0,0,0,0,0,0,81,201,106,91,118,130,177,43,94,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_549,0,0,0,0,0,0,0,119,180,51,151,97,101,158,37,131,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,301,0,0,0,0,0,0,0,0,0,0,0,0
ASV_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,112,23,60,71,64,48,14,227,240
ASV_552,0,0,0,0,0,0,0,35,157,55,68,171,150,176,94,96,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_553,0,0,0,0,0,0,0,30,30,49,37,27,56,42,0,18,0,30,34,100,45,0,0,80,66,0,28,22,60,44,0,41,21,85,77
ASV_554,0,0,0,0,0,0,0,118,188,173,75,44,78,226,81,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,120,47,115,118,87,82,58,208,176
ASV_558,0,0,0,0,0,0,0,75,32,0,45,33,27,22,0,29,0,42,74,76,51,0,0,88,67,0,84,43,17,41,0,0,0,60,55
ASV_561,0,0,0,0,0,0,0,42,94,0,0,0,0,11,29,55,25,0,0,0,0,0,0,0,0,33,47,72,38,67,92,0,34,34,68
ASV_563,0,0,0,0,487,419,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV_564,0,0,0,0,0,0,0,22,132,14,30,58,34,25,31,33,25,0,0,0,0,0,0,0,0,83,0,88,75,108,13,41,49,0,25
ASV_566,0,0,0,0,0,495,0,20,84,59,16,46,32,56,35,17,50,0,0,0,0,0,0,0,0,22,0,40,0,48,0,0,0,0,0
ASV_567,0,0,0,0,0,0,0,125,42,165,203,37,0,51,31,37,25,0,0,0,0,0,0,0,0,0,0,0,0,56,88,14,8,69,44
ASV_568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,149,47,51,135,75,82,35,161,219
ASV_569,0,0,0,0,0,0,0,0,17,0,0,20,0,0,0,18,0,0,0,0,0,0,0,0,0,60,26,61,27,96,57,35,27,25,27
ASV_570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,193,33,23,42,34,31,13,163,279
ASV_571,0,372,0,0,0,0,0,0,38,0,10,11,0,14,0,15,10,0,0,0,0,0,0,0,0,48,16,35,54,89,47,85,36,0,29
ASV_572,0,0,0,0,0,0,0,20,72,25,34,50,45,15,27,38,29,0,0,0,0,0,0,0,0,82,0,96,47,114,115,44,32,0,0
ASV_574,0,0,0,0,0,0,0,43,132,38,29,82,44,26,47,46,55,0,0,0,0,0,0,0,0,21,28,45,31,35,0,12,23,0,0
ASV_575,0,0,0,0,0,0,0,23,156,60,19,37,22,38,46,54,56,0,0,0,0,0,0,0,0,30,0,16,66,35,5,0,38,25,0
ASV_576,0,0,0,0,0,0,0,15,38,16,12,7,10,20,0,24,0,0,0,0,0,0,0,0,0,51,44,91,72,140,88,90,56,21,27
ASV_577,0,0,0,0,0,0,0,0,79,14,35,26,12,60,28,30,37,0,0,0,0,0,0,0,0,59,0,101,81,127,58,72,61,0,9
ASV_578,0,0,0,0,0,0,0,82,189,67,115,99,80,65,54,139,106,0,0,0,0,0,0,0,0,0,0,0,13,12,14,0,6,0,0
ASV_579,0,0,0,0,0,0,0,21,132,61,30,40,34,82,38,59,53,0,0,0,0,0,0,0,0,16,0,48,30,42,0,39,0,0,0
ASV_581,0,0,0,0,0,0,0,22,13,56,15,4,12,45,28,19,31,47,41,85,28,0,0,70,47,20,60,16,13,39,26,24,25,76,91
ASV_582,0,0,0,0,0,0,0,19,40,29,29,31,0,0,0,31,0,47,34,117,66,20,0,94,65,18,66,20,25,34,24,16,11,35,70
